학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
산서중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.5834431952,127.3989950886,전라북도 장수군 산서면 동화리,0,,전북,장수군,중학교,18,1,10.4,55.39,K130001348,2,4,0
무주중앙초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,36.0126070371,127.6642265553,전라북도 무주군 무주읍 읍내리,0,,전북,무주군,초등학교,181,15,10.8,6.0,K130000897,17,18,1
무주초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,36.010785355,127.6605330921,전라북도 무주군 무주읍 읍내리,0,,전북,무주군,초등학교,194,12,6.3,17.99,K130000898,31,18,1
무풍초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9673532388,127.8476454459,전라북도 무주군 무풍면,0,,전북,무주군,초등학교,130,7,13.1,32.02,K130000899,10,15,0
천천중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7360735965,127.5385150361,전라북도 장수군 천천면 춘송리,0,,전북,장수군,중학교,340,16,7.5,14.72,K130001351,45,22,0
백화고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 장수군,35.7284146001,127.587459191,전북 장수군 장계면 장계리,0,,전북,장수군,고등학교,276,13,8.6,8.76,K130000346,32,18,1
산서고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 장수군,35.5836370526,127.3981531177,전라북도 장수군 산서면 동화리,0,,전북,장수군,고등학교,80,4,14.6,41.61,K130000352,5,9,0
전북유니텍고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 장수군,35.7330220007,127.5822337156,전북특별자치도 장수군 장계면 장계리,0,,전북,장수군,고등학교,294,18,9.8,18.44,K130000401,30,24,1
장수고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 장수군,35.6559389155,127.5228476184,전라북도 장수군 장수읍 선창리,0,,전북,장수군,고등학교,279,15,8.0,9.3,K130000402,35,22,0
한국마사고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 장수군,35.7242396667,127.6343834996,전라북도 장수군 장계면 명덕리,0,,전북,장수군,고등학교,178,9,12.9,5.57,K130002456,14,12,0
갈담초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5318733677,127.1654097288,전라북도 임실군 강진면 갈담리,0,,전북,임실군,초등학교,166,10,8.6,13.31,K130001308,19,15,0
관촌초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6767107885,127.270963251,전북특별자치도 임실군 관촌면 관촌리,0,,전북,임실군,초등학교,5,1,9.3,78.18,K130001311,2,7,1
대리초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6594459046,127.2693367212,전라북도 임실군 신평면 대리,0,,전북,임실군,초등학교,199,12,13.5,12.83,K130001313,15,18,1
덕치초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.4962365723,127.1481258503,전라북도 임실군 덕치면 일중리,0,,전북,임실군,초등학교,50,3,14.9,43.63,K130001314,3,8,0
삼계초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5072290524,127.2769711026,전라북도 임실군 삼계면 삼계리,0,,전북,임실군,초등학교,41,2,14.9,53.75,K130001316,3,9,0
성수초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6297486069,127.3308420024,전라북도 임실군 성수면 양지리,0,,전북,임실군,초등학교,111,6,11.8,42.45,K130001318,9,13,0
신평초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6573020918,127.2267243753,전라북도 임실군 신평면 원천리,0,,전북,임실군,초등학교,155,8,11.5,3.14,K130001320,13,11,0
설천고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 무주군,36.0125777726,127.7886832931,전북특별자치도 무주군 설천면 소천리,0,,전북,무주군,고등학교,270,17,15.5,7.82,K130000357,17,24,0
안성고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 무주군,35.8703068719,127.6538155735,전북특별자치도 무주군 안성면 사전리,0,,전북,무주군,고등학교,161,9,8.3,10.39,K130000365,19,13,0
푸른꿈고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 무주군,35.864215985,127.6193522539,전북특별자치도 무주군 안성면 진도리,0,,전북,무주군,고등학교,189,9,7.8,13.41,K130000452,24,14,0
운암초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6637980545,127.1568548341,전라북도 임실군 운암면 쌍암리,0,,전북,임실군,초등학교,29,1,14.0,51.77,K130001323,2,7,0
마암초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6026680931,127.1046242266,전라북도 임실군 운암면 마암리,0,,전북,임실군,초등학교,102,7,10.9,42.73,K130001324,9,16,0
임실기림초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6286168352,127.2901860019,전북특별자치도 임실군 임실읍 두곡리,0,,전북,임실군,초등학교,206,15,14.5,18.17,K130001325,14,21,0
임실초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6079919252,127.2715612986,전북 임실군 임실읍 성가리,0,,전북,임실군,초등학교,120,6,9.1,38.98,K130001327,13,11,0
지사초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5645112013,127.3565472754,전북특별자치도 임실군 지사면 방계리,0,,전북,임실군,초등학교,189,12,9.9,3.17,K130001328,19,17,0
청웅초등학교,초등학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5713513814,127.2046395373,전라북도 임실군 청웅면,0,,전북,임실군,초등학교,236,19,16.8,2.49,K130001329,14,25,0
관촌중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6786514289,127.2704793574,전라북도 임실군 관촌면 관촌리,0,,전북,임실군,중학교,121,8,11.1,29.94,K130001298,11,15,0
삼계중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5098512174,127.2740898526,전라북도 임실군 삼계면 삼계리,0,,전북,임실군,중학교,161,8,13.1,15.54,K130001299,12,14,0
섬진중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5270201283,127.15219126,전북특별자치도 임실군 강진면 회진리,0,,전북,임실군,중학교,397,20,7.3,3.34,K130001300,54,24,0
성수중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6295721522,127.3359812586,전북특별자치도 임실군 성수면 양지리,0,,전북,임실군,중학교,324,19,8.1,13.19,K130001301,40,26,0
오수중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5470300788,127.3288167771,전라북도 임실군 오수면 오수리,0,,전북,임실군,중학교,13,1,6.4,61.11,K130001303,2,7,0
임실동중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.6146051059,127.2788727784,전라북도 임실군 임실읍 이도리,0,,전북,임실군,중학교,219,12,11.1,14.79,K130001305,20,17,0
지사중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5667966535,127.359355928,전북특별자치도 임실군 지사면 금평리,0,,전북,임실군,중학교,180,13,17.9,9.27,K130001306,10,17,0
청웅중학교,중학교,전북특별자치도교육청,전북특별자치도임실교육지원청,전북특별자치도 임실군,35.5693424502,127.1986775521,전북특별자치도 임실군 청웅면 구고리,0,,전북,임실군,중학교,263,15,16.5,14.17,K130001307,16,21,0
장계중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7326638843,127.582485341,전북특별자치도 장수군 장계면,0,,전북,장수군,중학교,106,9,13.6,19.79,K130001349,8,14,0
장수중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.6531793587,127.5211511517,전라북도 장수군 장수읍 장수리,0,,전북,장수군,중학교,96,6,16.3,21.44,K130001350,6,11,0
서울독립문초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5743031177,126.9602797224,서울특별시 종로구 무악동,0,,서울,종로구,초등학교,66,4,13.1,42.1,K010002376,5,8,23
서울매동초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5775379121,126.9668439974,서울특별시 종로구 필운동,0,,서울,종로구,초등학교,74,4,10.4,24.88,K010002377,7,8,20
서울명신초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5816610514,127.0142591808,서울특별시 종로구 창신동,0,,서울,종로구,초등학교,185,10,8.1,19.72,K010002378,23,17,33
서울세검정초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.6030955305,126.961170383,서울특별시 종로구 신영동,0,,서울,종로구,초등학교,26,2,13.8,41.85,K010002383,2,6,10
서울재동초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5799347269,126.9855724649,서울특별시 종로구 가회동,0,,서울,종로구,초등학교,70,6,8.3,29.88,K010002391,8,14,15
서울창신초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5760136162,127.0142954613,서울 종로구 창신1동,0,,서울,종로구,초등학교,5,1,11.0,53.0,K010002392,2,6,30
서울청운초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5859646682,126.9692993885,주소미상,0,,서울,종로구,초등학교,201,11,15.9,19.92,K010002394,13,17,15
서울혜화초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5891221351,126.9999139495,서울특별시 종로구 혜화동,0,,서울,종로구,초등학교,222,17,7.6,19.81,K010002399,29,23,21
서울효제초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5731672987,127.0030654606,서울특별시 종로구 효제동 236~255,0,,서울,종로구,초등학교,94,7,7.5,22.06,K010002400,13,13,28
운현초등학교,초등학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5761977075,126.9883263256,서울특별시 종로구 운니동,0,,서울,종로구,초등학교,96,5,8.7,23.02,K010002405,11,9,18
서울대학교사범대학부설여자중학교,중학교,교육부,서울특별시중부교육지원청,서울특별시 종로구,37.5779623666,127.003916977,서울특별시 종로구 이화동,0,,서울,종로구,중학교,225,12,12.6,15.24,K000003562,18,20,16
경신중학교,중학교,서울특별시교육청,서울특별시중부교육지원청,서울특별시 종로구,37.5909637554,127.001390429,주소미상,0,,서울,종로구,중학교,327,21,9.0,17.9,K010002336,36,27,16
