학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
황산초등학교,초등학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7962157667,126.9437668565,전라북도 김제시 황산면 봉월리,0,,전북,김제시,초등학교,5,1,11.8,72.28,K130000744,2,5,1
금구중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7744897438,127.0123601402,전북특별자치도 김제시 금구면 금구리,0,,전북,김제시,중학교,97,5,16.6,16.34,K130000685,6,9,0
동국대학교사범대학부속금산중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7170721404,126.9993612176,전북특별자치도 김제시 금산면 쌍용리,0,,전북,김제시,중학교,214,14,14.6,8.22,K130000686,15,19,0
금성중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7985073867,126.8980933193,전북특별자치도 김제시 신풍동,0,,전북,김제시,중학교,126,7,16.4,25.52,K130000687,8,13,4
한들중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.8041725538,126.8917089983,전북특별자치도 김제시 요촌동,0,,전북,김제시,중학교,110,8,14.1,31.78,K130000690,8,14,4
김제중앙중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7945509228,126.8880537925,전북특별자치도 김제시 옥산동,0,,전북,김제시,중학교,173,14,6.5,3.16,K130000691,27,19,4
김제중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.7937716102,126.8995994013,전라북도 김제시  신풍동,0,,전북,김제시,중학교,214,13,17.6,18.73,K130000692,12,19,4
덕암중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.8124841824,126.8860635193,전라북도 김제시 서암동,0,,전북,김제시,중학교,36,2,17.0,61.94,K130000694,2,6,4
삼례동초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9225234863,127.1177771301,전라북도 완주군 삼례읍 석전리,0,,전북,완주군,초등학교,164,11,7.5,18.55,K130001075,22,19,0
삼례중앙초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9194752273,127.0810722745,전라북도 완주군 삼례읍 삼례리,0,,전북,완주군,초등학교,56,3,7.4,39.51,K130001076,8,7,2
삼례초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9103696495,127.0685089256,전라북도 완주군 삼례읍 후정리,0,,전북,완주군,초등학교,119,8,12.5,20.75,K130001077,10,14,2
상관초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7723168295,127.2059538282,전라북도 완주군 상관면 신리,0,,전북,완주군,초등학교,117,7,15.1,18.97,K130001078,8,11,0
용지중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.8504817978,126.9601831343,전라북도 김제시 용지면 구암리,0,,전북,김제시,중학교,127,6,10.6,40.84,K130000698,12,14,0
청하중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.8816698349,126.8512750353,전라북도 김제시 청하면 관상리,0,,전북,김제시,중학교,78,4,7.6,31.08,K130000699,10,11,0
지평선중학교,중학교,전북특별자치도교육청,전북특별자치도김제교육지원청,전북특별자치도 김제시,35.827880953,126.8306869437,전라북도 김제시 성덕면 묘라리,0,,전북,김제시,중학교,151,9,12.1,1.38,K130002455,12,13,1
동국대학교사범대학부속금산고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.7176128999,126.9986207511,전라북도 김제시 금산면 쌍용리,0,,전북,김제시,고등학교,445,31,10.1,18.75,K130000316,44,39,0
김제고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.7918289293,126.8958839287,전라북도 김제시 신풍동,0,,전북,김제시,고등학교,87,6,10.2,29.19,K130000317,9,13,4
김제서고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.7708756645,126.8145134935,전라북도 김제시 죽산면 죽산리,0,,전북,김제시,고등학교,453,21,13.7,6.72,K130000321,33,25,0
김제여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.8005926346,126.8956700391,전북특별자치도 김제시 신풍동,0,,전북,김제시,고등학교,219,16,16.6,10.82,K130000322,13,23,4
김제농생명마이스터고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.7954397808,126.8902384828,전라북도 김제시 신풍동,0,,전북,김제시,고등학교,254,13,12.7,16.64,K130000323,20,21,4
덕암고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.8135375828,126.8849344967,전라북도 김제시 서암동,0,,전북,김제시,고등학교,120,8,14.3,18.31,K130000333,8,14,4
덕암정보고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.8136414633,126.8861282558,전북특별자치도 김제시 서암동,0,,전북,김제시,고등학교,157,7,13.9,7.82,K130000334,11,13,4
만경고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.8498529859,126.8179429852,전북특별자치도 김제시 만경읍 만경리,0,,전북,김제시,고등학교,190,12,12.6,7.06,K130000339,15,16,2
만경여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 김제시,35.8539484825,126.8145349657,전북특별자치도 김제시 만경읍 만경리,0,,전북,김제시,고등학교,125,8,9.7,40.19,K130000340,13,17,1
화산초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,36.0351483201,127.2043191278,전라북도 완주군 화산면 화평리,0,,전북,완주군,초등학교,103,6,10.5,38.35,K130001091,10,11,0
고산중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9785645468,127.2090208218,전북특별자치도 완주군 고산면 읍내리,0,,전북,완주군,중학교,139,6,9.8,27.0,K130001045,14,11,0
구이중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7339613942,127.1184715961,전라북도 완주군 구이면 두현리,0,,전북,완주군,중학교,365,17,17.0,13.63,K130001046,21,25,1
삼례중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9110095202,127.0788169167,전라북도 완주군 삼례읍 삼례리,0,,전북,완주군,중학교,63,3,15.9,26.83,K130001048,4,8,0
삼우초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9672408297,127.1805079573,전라북도 완주군 고산면 어우리,0,,전북,완주군,초등학교,128,7,13.0,32.14,K130001061,10,14,0
고산초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9754516586,127.2141439004,전북특별자치도 완주군 고산면 읍내리,0,,전북,완주군,초등학교,140,8,16.9,44.74,K130001062,8,17,0
구이초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7211008353,127.1196638698,전라북도 완주군 구이면 항가리,0,,전북,완주군,초등학교,34,2,16.6,61.42,K130001064,2,8,0
남관초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7233272663,127.2336621222,전라북도 완주군 상관면 용암리,0,,전북,완주군,초등학교,175,8,17.1,19.78,K130001065,10,12,0
대덕초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.6607714695,127.110671364,전라북도 완주군 구이면 계곡리,0,,전북,완주군,초등학교,88,5,8.7,37.42,K130001066,10,12,0
동상초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9577450429,127.293792771,전라북도 완주군 동상면 신월리,0,,전북,완주군,초등학교,5,1,14.6,44.83,K130001067,2,4,0
동양초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.844086156,127.2712524432,전라북도 완주군 소양면 화심리,0,,전북,완주군,초등학교,173,10,13.3,16.12,K130001068,13,14,0
봉동초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9384731273,127.1629657028,전라북도 완주군 봉동읍 장기리,0,,전북,완주군,초등학교,31,2,14.8,46.45,K130001069,2,8,1
봉동초등학교양화분교장,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9456328264,127.2051302649,전라북도 완주군 고산면 양야리,0,,전북,완주군,초등학교,36,2,9.2,61.29,K130001070,4,9,0
봉서초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9632120909,127.1255399228,전북특별자치도 완주군 봉동읍 둔산리,0,,전북,완주군,초등학교,175,11,14.3,12.65,K130001071,12,17,1
봉성초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.922935895,127.1546392159,전라북도 완주군 봉동읍 성덕리,0,,전북,완주군,초등학교,92,7,10.9,41.77,K130001072,8,13,2
비봉초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9982881526,127.138673631,전북특별자치도 완주군 비봉면 소농리,0,,전북,완주군,초등학교,193,12,16.0,5.0,K130001073,12,18,0
봉서중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9660061294,127.1253492288,전북특별자치도 완주군 봉동읍 둔산리,0,,전북,완주군,중학교,301,21,15.5,17.64,K130002581,19,31,0
고산고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,35.9799346092,127.2015377433,전라북도 완주군 고산면 서봉리,0,,전북,완주군,고등학교,173,10,8.5,18.76,K130000300,20,15,0
세인고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,36.068481905,127.1536114997,전라북도 완주군 화산면 운산리,0,,전북,완주군,고등학교,345,16,8.2,2.7,K130000360,42,19,0
완주고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,35.9411965503,127.166994315,전라북도 완주군 봉동읍 장기리,0,,전북,완주군,고등학교,159,9,14.6,17.82,K130000377,11,13,0
전북체육고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,35.8658061573,127.2514496694,전라북도 완주군 소양면 해월리,0,,전북,완주군,고등학교,518,25,12.6,5.92,K130000411,41,30,0
소양서초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8594768252,127.210587643,전라북도 완주군 소양면 명덕리,0,,전북,완주군,초등학교,65,5,12.7,17.43,K130001079,5,8,1
소양초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8569969974,127.2346803502,전라북도 완주군 소양면 황운리,0,,전북,완주군,초등학교,202,10,15.0,19.21,K130001080,13,16,1
송광초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8856247622,127.2452881903,전북특별자치도 완주군 소양면 대흥리,0,,전북,완주군,초등학교,188,10,16.3,8.45,K130001081,12,16,0
용봉초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9056120939,127.1560766289,전북특별자치도 완주군 봉동읍 구만리,0,,전북,완주군,초등학교,145,12,8.9,33.69,K130001082,16,20,1
용진초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8571793743,127.1765604089,전북특별자치도 완주군 용진읍 상삼리,0,,전북,완주군,초등학교,66,4,12.7,31.59,K130001083,5,11,3
운주초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,36.0921557829,127.2779073887,전라북도 완주군 운주면 장선리,0,,전북,완주군,초등학교,108,5,15.9,21.4,K130001084,7,10,0
이서초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8199881377,127.0248483562,전북특별자치도 완주군 이서면 상개리,0,,전북,완주군,초등학교,5,1,16.5,66.78,K130001086,2,4,0
이성초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7975741808,127.0450363999,전라북도 완주군 이서면 이성리,0,,전북,완주군,초등학교,138,8,9.4,16.38,K130001087,15,13,0
청명초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7516700869,127.1250962788,전라북도 완주군 구이면 덕천리,0,,전북,완주군,초등학교,148,7,7.2,21.09,K130001088,21,14,2
청완초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9636678645,127.1205121032,전라북도 완주군 봉동읍 구미리,0,,전북,완주군,초등학교,131,11,8.8,43.34,K130001089,15,18,1
태봉초등학교,초등학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7455770356,127.1492165396,전북특별자치도 완주군 구이면 평촌리,0,,전북,완주군,초등학교,5,1,17.3,78.14,K130001090,2,5,1
오천초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7762525391,127.4929148715,전라북도 진안군 진안읍 죽산리,0,,전북,진안군,초등학교,19,1,11.5,59.31,K130001730,2,6,0
외궁초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7070570449,127.3254238972,전북특별자치도 진안군 성수면 외궁리,0,,전북,진안군,초등학교,60,4,11.0,20.07,K130001731,5,8,0
장승초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.79939358,127.3346149846,전라북도 진안군 부귀면 신정리,0,,전북,진안군,초등학교,143,8,6.2,27.65,K130001733,23,15,0
조림초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8724867508,127.430380705,전라북도 진안군 정천면 봉학리,0,,전북,진안군,초등학교,143,11,6.6,41.31,K130001734,22,19,0
주천초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9763418316,127.4263092237,전라북도 진안군 주천면 주양리,0,,전북,진안군,초등학교,106,5,14.0,17.11,K130001737,8,11,0
진안중앙초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7956908051,127.4359885262,전라북도 진안군 진안읍 군상리,0,,전북,진안군,초등학교,171,14,13.1,3.43,K130001741,13,19,1
진안초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7909656675,127.4235912859,전라북도 진안군 진안읍 군하리,0,,전북,진안군,초등학교,38,3,12.9,75.83,K130001742,3,8,1
동향중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8357102378,127.5717934744,전북특별자치도 진안군 동향면 대량리,0,,전북,진안군,중학교,241,14,7.3,8.89,K130001709,33,19,0
상관중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.7711369391,127.206556822,전북특별자치도 완주군 상관면 신리,0,,전북,완주군,중학교,227,14,10.2,2.59,K130001050,22,18,0
소양중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8565613941,127.2325158132,전북특별자치도 완주군 소양면 황운리,0,,전북,완주군,중학교,218,14,15.7,3.64,K130001051,14,20,1
완주중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.9336872362,127.1591548717,전라북도 완주군 봉동읍 낙평리,0,,전북,완주군,중학교,162,8,8.1,17.77,K130001053,20,14,0
용진중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.8821664239,127.153735986,전라북도 완주군 용진면 상운리,0,,전북,완주군,중학교,363,17,16.6,10.31,K130001054,22,24,3
운주중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,36.0886800123,127.281288335,전북특별자치도 완주군 운주면 장선리,0,,전북,완주군,중학교,229,11,7.5,4.1,K130001055,31,15,0
전주예술중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.721066836,127.109955616,전라북도 완주군 구이면 항가리,0,,전북,완주군,중학교,83,5,8.0,41.82,K130001056,10,12,1
화산중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,36.0352127283,127.1981610957,전라북도 완주군 화산면 화평리,0,,전북,완주군,중학교,205,10,11.7,17.06,K130001057,18,14,0
전북체육중학교,중학교,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,35.864265141,127.2500951293,전북 완주군 소양면 해월리,0,,전북,완주군,중학교,255,12,17.3,1.44,K130002557,15,14,1
진안여자중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8011426972,127.4204989515,전라북도 진안군 진안읍 군상리 481~1200,0,,전북,진안군,중학교,121,8,10.0,32.43,K130001718,12,14,1
진안중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8006774883,127.4184785954,전북특별자치도 진안군 진안읍 군상리,0,,전북,진안군,중학교,289,19,13.9,5.64,K130001719,21,25,1
마령고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 진안군,35.7321458186,127.3723313587,전라북도 진안군 마령면 평지리,0,,전북,진안군,고등학교,296,23,13.1,11.13,K130000338,23,30,0
안천고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 진안군,35.9002687336,127.5601260993,전라북도 진안군 안천면 진무로 3071-9,0,,전북,진안군,고등학교,5,1,7.8,51.17,K130000366,2,5,0
진안제일고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 진안군,35.7867325665,127.4207371724,전북특별자치도 진안군 진안읍 군하리,0,,전북,진안군,고등학교,286,13,9.0,7.0,K130000447,32,19,0
한국한방고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 진안군,35.7706662886,127.3768326545,전라북도 진안군 진안읍 연장리,0,,전북,진안군,고등학교,201,11,17.2,12.44,K130002635,12,16,0
괴목초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9467155909,127.7160706215,전북특별자치도 무주군 적상면 포내리,0,,전북,무주군,초등학교,163,9,8.2,11.24,K130000893,20,14,0
구천초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9091610005,127.7771936659,전라북도 무주군 설천면 삼공리,0,,전북,무주군,초등학교,196,15,14.3,8.51,K130000894,14,22,0
한별고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,35.9077103683,127.0726010782,전북특별자치도 완주군 삼례읍 삼례리,0,,전북,완주군,고등학교,273,20,17.6,3.04,K130000459,16,25,0
한국게임과학고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 완주군,36.0827835341,127.2854019054,전라북도 완주군 운주면 장선리,0,,전북,완주군,고등학교,450,27,7.4,19.42,K130002471,61,37,0
동향초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8397616653,127.5665849729,전라북도 진안군 동향면 대량리,0,,전북,진안군,초등학교,106,5,10.8,20.24,K130001721,10,10,0
마령초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7355148545,127.3693757065,전북특별자치도 진안군 마령면 평지리,0,,전북,진안군,초등학교,170,11,8.7,13.03,K130001722,20,15,0
백운초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.6920163089,127.3986380113,전라북도 진안군 백운면 백암리,0,,전북,진안군,초등학교,184,9,8.7,2.57,K130001723,21,15,0
부귀초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.837829714,127.3609948057,전북특별자치도 진안군 부귀면 거석리,0,,전북,진안군,초등학교,112,8,7.4,35.65,K130001724,15,17,0
송풍초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9647218997,127.5182330011,전북특별자치도 진안군 용담면 송풍리,0,,전북,진안군,초등학교,182,10,13.8,2.8,K130001727,13,14,0
안천초등학교,초등학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9006979554,127.5600759544,전북특별자치도 진안군 안천면 백화리,0,,전북,진안군,초등학교,72,4,15.0,21.89,K130001728,5,9,0
부남초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9732283531,127.5594259493,전라북도 무주군 부남면 대소리,0,,전북,무주군,초등학교,86,4,14.1,34.41,K130000900,6,9,0
설천초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,36.0092177407,127.7888716604,전라북도 무주군 설천면 소천리,0,,전북,무주군,초등학교,15,1,17.1,51.32,K130000903,2,8,0
안성초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.8656890253,127.6551239918,전라북도 무주군 안성면 장기리,0,,전북,무주군,초등학교,139,10,7.7,30.99,K130000904,18,19,0
적상초등학교,초등학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9321188801,127.6559198536,전라북도 무주군 적상면 사산리,0,,전북,무주군,초등학교,146,10,9.8,18.74,K130000905,15,14,0
부남중학교,중학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9729166669,127.5597829683,전라북도 무주군 부남면 대소리,0,,전북,무주군,중학교,298,14,10.1,4.85,K130000887,30,20,0
설천중학교,중학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,36.0122738991,127.7878860549,전북특별자치도 무주군 설천면 소천리,0,,전북,무주군,중학교,259,19,8.8,14.94,K130000888,29,26,0
안성중학교,중학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.8697380329,127.6546723432,전라북도 무주군 안성면 사전리,0,,전북,무주군,중학교,152,12,7.7,1.67,K130000889,20,14,0
적상중학교,중학교,전북특별자치도교육청,전북특별자치도무주교육지원청,전북특별자치도 무주군,35.9350289204,127.6565821958,전라북도 무주군 적상면 사산리,0,,전북,무주군,중학교,62,4,11.8,18.35,K130000890,5,9,0
무주고등학교,고등학교,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 무주군,36.0136032856,127.6633386309,전북특별자치도 무주군 무주읍 읍내리,0,,전북,무주군,고등학교,302,17,16.0,5.08,K130000342,19,20,0
마령중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7328969207,127.3719280782,전라북도 진안군 마령면 평지리,0,,전북,진안군,중학교,291,14,17.5,1.38,K130001710,17,20,0
백운중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.6889554644,127.3975843041,전라북도 진안군 백운면 백암리,0,,전북,진안군,중학교,256,12,7.6,2.81,K130001711,34,14,0
부귀중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.8400758752,127.3656847712,전북특별자치도 진안군 부귀면 거석리,0,,전북,진안군,중학교,288,17,15.9,6.35,K130001712,18,24,0
안천중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9004856015,127.5600035663,전라북도 진안군 안천면 백화리,0,,전북,진안군,중학교,159,7,15.9,2.77,K130001713,10,13,0
용담중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9650462941,127.5182439895,전북특별자치도 진안군 용담면 송풍리,0,,전북,진안군,중학교,133,7,10.7,40.98,K130001714,12,12,0
주천중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.9791261216,127.4299876465,전북특별자치도 진안군 주천면 주양리,0,,전북,진안군,중학교,106,7,7.3,16.98,K130001716,15,13,0
진성중학교,중학교,전북특별자치도교육청,전북특별자치도진안교육지원청,전북특별자치도 진안군,35.7046186856,127.3218913038,전북특별자치도 진안군 성수면 외궁리,0,,전북,진안군,중학교,174,8,17.9,17.36,K130001717,10,14,0
계남초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7020438825,127.5784880817,전라북도 장수군 계남면 화음리,0,,전북,장수군,초등학교,114,6,13.9,39.69,K130001352,8,14,0
계북초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7875328029,127.6170732422,전북특별자치도 장수군 계북면 어전리,0,,전북,장수군,초등학교,137,8,17.8,18.02,K130001353,8,15,0
번암초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.5344728678,127.5472755418,전북특별자치도 장수군 번암면 노단리,0,,전북,장수군,초등학교,110,6,11.8,15.76,K130001358,9,12,0
번암초등학교동화분교장,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.5680560904,127.557235309,전북특별자치도 장수군 번암면 동화리,0,,전북,장수군,초등학교,109,7,10.7,16.5,K130001359,10,14,0
산서초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.5872276572,127.3946301973,전라북도 장수군 산서면 동화리,0,,전북,장수군,초등학교,58,4,9.0,32.71,K130001360,6,8,0
수남초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.625059937,127.5075498748,전북특별자치도 장수군 장수읍 개정리,0,,전북,장수군,초등학교,195,10,17.8,13.74,K130001361,11,15,0
장계초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7320274279,127.5814018866,전라북도 장수군 장계면 장계리,0,,전북,장수군,초등학교,126,6,9.0,33.62,K130001365,14,13,0
장수초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.6484240729,127.5220212912,전북특별자치도 장수군 장수읍,0,,전북,장수군,초등학교,106,5,6.3,31.24,K130001366,17,9,0
천천초등학교,초등학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7356412212,127.5336085665,전라북도 장수군 천천면 춘송리,0,,전북,장수군,초등학교,60,4,12.1,20.24,K130001368,5,11,0
계남중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7044934007,127.5721013809,전라북도 장수군 계남면 화양리,0,,전북,장수군,중학교,47,2,10.5,73.64,K130001345,4,8,0
계북중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.7893115313,127.6146756098,전라북도 장수군 계북면 어전리,0,,전북,장수군,중학교,311,25,9.1,7.22,K130001346,34,31,0
번암중학교,중학교,전북특별자치도교육청,전북특별자치도장수교육지원청,전북특별자치도 장수군,35.5354969522,127.5480212711,전북특별자치도 장수군 번암면 노단리,0,,전북,장수군,중학교,235,15,13.6,19.74,K130001347,17,21,0
